date_sick_year,date_sick_biweek,province,cases,date_delivered_year,date_delivered_biweek
2014,1,57,1,2014,3
2014,1,57,6,2014,2
2014,1,57,3,2014,4
2014,1,57,1,2014,21
2014,1,58,1,2014,3
2014,1,60,4,2014,2
2014,1,60,1,2015,9
2014,1,60,1,2014,4
2014,1,61,1,2014,2
2014,1,62,3,2014,5
2014,1,62,1,2015,9
2014,1,62,1,2014,17
2014,1,63,2,2014,12
2014,1,63,1,2014,4
2014,1,63,1,2014,3
2014,1,64,1,2014,3
2014,1,64,1,2014,21
2014,1,64,3,2014,2
2014,1,66,3,2014,7
2014,1,66,2,2014,2
2014,1,67,1,2014,3
2014,1,67,1,2014,2
2014,1,70,1,2014,7
2014,1,70,6,2014,2
2014,1,70,6,2014,4
2014,1,70,7,2014,3
2014,1,71,2,2014,3
2014,1,71,3,2014,2
2014,1,71,1,2015,1
2014,1,72,5,2014,3
2014,1,73,1,2014,4
2014,1,73,16,2014,2
2014,1,73,5,2014,3
2014,1,74,3,2014,4
2014,1,74,8,2014,2
2014,1,74,1,2014,3
2014,1,75,1,2014,2
2014,1,76,1,2014,4
2014,1,76,8,2014,2
2014,1,76,2,2014,3
2014,1,76,1,2014,7
2014,1,76,1,2015,9
2014,1,77,2,2014,3
2014,1,77,1,2014,2
2014,1,80,6,2014,7
2014,1,80,14,2014,2
2014,1,80,8,2014,5
2014,1,80,9,2014,3
2014,1,80,2,2014,12
2014,1,80,19,2014,4
2014,1,80,2,2014,17
2014,1,80,5,2014,22
2014,1,80,1,2014,10
2014,1,81,3,2014,4
2014,1,81,7,2014,3
2014,1,81,4,2014,2
2014,1,81,3,2015,9
2014,1,82,3,2014,3
2014,1,83,21,2014,2
2014,1,83,5,2015,9
2014,1,83,6,2014,5
2014,1,83,12,2014,3
2014,1,83,1,2014,6
2014,1,84,5,2014,3
2014,1,84,7,2014,2
2014,1,85,1,2014,3
2014,1,86,3,2014,3
2014,1,86,1,2015,9
2014,1,86,1,2014,2
2014,1,90,39,2014,3
2014,1,90,1,2014,9
2014,1,90,1,2014,4
2014,1,91,1,2014,5
2014,1,91,8,2014,3
2014,1,92,1,2014,26
2014,1,92,9,2014,3
2014,1,92,1,2014,9
2014,1,92,3,2014,4
2014,1,92,2,2014,17
2014,1,93,14,2014,2
2014,1,93,10,2014,3
2014,1,93,1,2014,8
2014,1,94,3,2014,6
2014,1,94,8,2014,2
2014,1,94,42,2014,3
2014,1,95,1,2014,3
2014,1,95,1,2014,2
2014,1,96,4,2014,3
2014,1,96,8,2015,2
2014,1,96,14,2014,2
2014,1,96,2,2015,9
2014,2,10,1,2014,5
2014,2,10,186,2014,4
2014,2,10,5,2014,2
2014,2,10,5,2014,12
2014,2,10,6,2014,6
2014,2,11,17,2014,4
2014,2,11,1,2014,8
2014,2,11,4,2014,3
2014,2,12,2,2014,4
2014,2,12,5,2014,7
2014,2,12,12,2014,3
2014,2,12,2,2014,5
2014,2,13,2,2015,9
2014,2,13,3,2014,4
2014,2,13,1,2014,5
2014,2,13,2,2014,3
2014,2,14,1,2014,3
2014,2,14,9,2014,4
2014,2,15,1,2014,4
2014,2,16,7,2014,3
2014,2,17,1,2014,3
2014,2,18,1,2014,3
2014,2,19,5,2014,3
2014,2,19,5,2014,4
2014,2,20,2,2014,4
2014,2,20,1,2014,7
2014,2,20,7,2014,5
2014,2,20,3,2014,3
2014,2,21,1,2014,4
2014,2,21,6,2014,3
2014,2,21,1,2014,5
2014,2,21,2,2015,9
2014,2,21,4,2014,17
2014,2,21,3,2014,7
2014,2,22,1,2014,5
2014,2,22,4,2014,4
2014,2,22,2,2015,9
2014,2,22,1,2014,3
2014,2,23,1,2015,1
2014,2,23,1,2014,4
2014,2,24,1,2014,13
2014,2,24,1,2014,4
2014,2,24,3,2014,3
2014,2,25,2,2014,3
2014,2,26,1,2014,3
2014,2,26,1,2014,5
2014,2,26,1,2014,4
2014,2,27,1,2014,3
2014,2,30,1,2014,8
2014,2,30,3,2014,13
2014,2,30,2,2014,3
2014,2,30,2,2014,23
2014,2,30,3,2014,21
2014,2,30,1,2014,4
2014,2,31,2,2015,9
2014,2,32,1,2014,5
2014,2,33,1,2014,4
2014,2,34,2,2014,5
2014,2,36,1,2014,10
2014,2,36,2,2014,4
2014,2,40,1,2014,4
2014,2,40,3,2014,3
2014,2,42,1,2014,4
2014,2,43,1,2014,5
2014,2,44,6,2014,3
2014,2,45,1,2014,3
2014,2,46,2,2014,3
2014,2,46,1,2014,5
2014,2,50,2,2014,5
2014,2,50,3,2014,4
2014,2,50,1,2015,9
2014,2,52,1,2014,3
2014,2,52,4,2014,4
2014,2,54,3,2014,3
2014,2,57,2,2014,3
2014,2,58,2,2014,5
2014,2,60,3,2014,3
2014,2,61,2,2014,3
2014,2,62,1,2014,7
2014,2,62,1,2015,9
2014,2,62,3,2014,5
2014,2,63,2,2014,12
2014,2,63,1,2014,3
2014,2,63,1,2014,4
2014,2,64,1,2015,9
2014,2,64,4,2014,3
2014,2,65,2,2014,3
2014,2,66,1,2014,4
2014,2,66,3,2014,3
2014,2,66,1,2015,9
2014,2,66,1,2014,17
2014,2,66,1,2014,8
2014,2,66,1,2014,7
2014,2,67,1,2014,3
2014,2,67,1,2014,4
2014,2,70,4,2014,5
2014,2,70,1,2014,3
2014,2,70,4,2014,4
2014,2,70,1,2014,7
2014,2,71,6,2014,3
2014,2,72,1,2014,5
2014,2,72,2,2014,3
2014,2,72,2,2014,4
2014,2,73,1,2014,2
2014,2,73,10,2014,4
2014,2,73,7,2014,3
2014,2,74,3,2014,5
2014,2,74,8,2014,4
2014,2,74,3,2014,3
2014,2,75,2,2014,3
2014,2,76,1,2014,7
2014,2,76,11,2014,3
2014,2,77,1,2014,4
2014,2,80,2,2014,10
2014,2,80,5,2014,3
2014,2,80,2,2014,12
2014,2,80,7,2014,5
2014,2,80,1,2014,11
2014,2,80,14,2014,4
2014,2,80,3,2014,7
2014,2,80,1,2014,22
2014,2,80,1,2014,13
2014,2,81,1,2014,4
2014,2,81,5,2014,3
2014,2,82,5,2014,4
2014,2,82,2,2014,3
2014,2,82,4,2015,9
2014,2,83,2,2015,9
2014,2,83,1,2014,4
2014,2,83,6,2014,5
2014,2,83,22,2014,3
2014,2,84,13,2014,3
2014,2,84,1,2014,7
2014,2,84,7,2014,4
2014,2,85,1,2014,3
2014,2,85,2,2014,14
2014,2,86,1,2014,10
2014,2,86,8,2014,3
2014,2,86,3,2014,4
2014,2,90,1,2014,4
2014,2,90,37,2014,3
2014,2,91,2,2014,3
2014,2,91,3,2014,5
2014,2,92,2,2014,9
2014,2,92,4,2014,17
2014,2,92,1,2014,3
2014,2,92,11,2014,4
2014,2,93,19,2014,3
2014,2,93,3,2014,4
2014,2,93,3,2014,8
2014,2,94,16,2014,4
2014,2,94,11,2014,3
2014,2,94,5,2014,6
2014,2,95,3,2014,4
2014,2,95,6,2014,3
2014,2,96,6,2015,9
2014,2,96,1,2014,2
2014,2,96,21,2014,3
2014,2,96,12,2015,2
2014,3,10,3,2014,7
2014,3,10,1,2015,9
2014,3,10,9,2014,12
2014,3,10,75,2014,6
2014,3,10,1,2014,18
2014,3,10,102,2014,4
2014,3,11,3,2014,5
2014,3,11,1,2014,8
2014,3,11,5,2014,6
2014,3,11,21,2014,4
2014,3,12,2,2014,6
2014,3,12,1,2014,4
2014,3,12,8,2014,5
2014,3,12,4,2014,7
2014,3,13,1,2014,7
2014,3,13,1,2014,4
2014,3,13,7,2014,5
2014,3,14,3,2014,4
2014,3,14,7,2014,5
2014,3,15,2,2014,4
2014,3,16,4,2014,6
2014,3,16,1,2015,9
2014,3,16,2,2014,7
2014,3,16,3,2014,4
2014,3,16,1,2014,3
2014,3,17,1,2014,5
2014,3,18,1,2014,4
2014,3,19,4,2014,4
2014,3,19,3,2014,5
2014,3,20,5,2014,4
2014,3,20,14,2014,5
2014,3,20,2,2014,7
2014,3,21,6,2014,4
2014,3,21,1,2014,12
2014,3,21,1,2014,17
2014,3,21,5,2014,5
2014,3,21,1,2014,6
2014,3,21,7,2014,7
2014,3,22,3,2014,5
2014,3,23,3,2014,5
2014,3,24,2,2014,5
2014,3,24,2,2014,4
2014,3,25,1,2014,10
2014,3,25,1,2014,11
2014,3,25,2,2014,7
2014,3,26,1,2014,11
2014,3,26,3,2014,7
2014,3,30,1,2014,4
2014,3,30,3,2014,5
2014,3,30,1,2014,23
2014,3,30,2,2014,6
2014,3,31,1,2014,5
2014,3,31,1,2014,8
2014,3,31,3,2015,9
2014,3,31,1,2014,12
2014,3,32,1,2014,6
2014,3,32,1,2014,5
2014,3,33,1,2014,7
2014,3,33,1,2014,14
2014,3,33,5,2014,4
2014,3,34,1,2014,4
2014,3,34,1,2014,5
2014,3,36,1,2014,18
2014,3,36,1,2014,10
2014,3,38,1,2014,5
2014,3,39,1,2014,4
2014,3,40,1,2014,8
2014,3,40,11,2014,4
2014,3,40,1,2014,5
2014,3,41,1,2014,4
2014,3,41,1,2015,9
2014,3,41,1,2014,5
2014,3,43,1,2014,4
2014,3,43,2,2014,5
2014,3,44,1,2014,14
2014,3,44,1,2014,5
2014,3,44,7,2014,4
2014,3,44,1,2014,3
2014,3,44,1,2014,7
2014,3,45,2,2014,4
2014,3,45,1,2014,9
2014,3,45,1,2014,6
2014,3,45,2,2014,5
2014,3,46,1,2014,4
2014,3,46,1,2014,3
2014,3,49,1,2014,5
2014,3,49,1,2014,4
2014,3,50,2,2014,5
2014,3,50,3,2014,4
2014,3,52,1,2014,4
2014,3,54,1,2014,6
2014,3,57,3,2014,4
2014,3,57,1,2014,5
2014,3,58,1,2014,6
2014,3,58,1,2014,5
2014,3,60,4,2014,5
2014,3,60,6,2014,4
2014,3,60,1,2014,14
2014,3,61,4,2014,4
2014,3,61,1,2014,5
2014,3,62,1,2014,5
2014,3,63,1,2014,4
2014,3,63,1,2014,5
2014,3,63,2,2014,12
2014,3,64,4,2014,5
2014,3,64,1,2014,4
2014,3,65,6,2014,4
2014,3,65,1,2014,10
2014,3,66,1,2014,4
2014,3,66,2,2014,8
2014,3,66,3,2014,5
2014,3,67,3,2014,4
2014,3,67,2,2015,9
2014,3,70,1,2014,4
2014,3,70,13,2014,5
2014,3,71,1,2015,1
2014,3,71,1,2014,5
2014,3,71,1,2014,3
2014,3,71,6,2014,4
2014,3,72,2,2014,5
2014,3,73,1,2015,9
2014,3,73,13,2014,4
2014,3,73,2,2014,7
2014,3,73,9,2014,5
2014,3,74,1,2014,7
2014,3,74,4,2014,4
2014,3,74,4,2014,5
2014,3,75,2,2014,4
2014,3,76,1,2015,9
2014,3,76,1,2014,19
2014,3,76,9,2014,4
2014,3,77,2,2014,4
2014,3,80,4,2014,11
2014,3,80,6,2014,5
2014,3,80,4,2014,12
2014,3,80,1,2014,7
2014,3,80,1,2014,22
2014,3,80,1,2014,6
2014,3,80,2,2014,10
2014,3,80,16,2014,4
2014,3,81,2,2014,4
2014,3,81,1,2014,9
2014,3,81,2,2014,6
2014,3,81,1,2015,9
2014,3,82,1,2015,9
2014,3,82,1,2014,7
2014,3,82,1,2014,5
2014,3,82,2,2014,8
2014,3,83,2,2014,3
2014,3,83,2,2014,6
2014,3,83,3,2015,9
2014,3,83,6,2014,5
2014,3,83,10,2014,4
2014,3,84,5,2014,4
2014,3,84,4,2014,6
2014,3,85,1,2014,5
2014,3,86,6,2014,5
2014,3,86,1,2014,7
2014,3,86,6,2014,4
2014,3,90,19,2014,4
2014,3,90,1,2014,5
2014,3,90,1,2014,3
2014,3,90,2,2014,9
2014,3,91,3,2014,5
2014,3,92,2,2014,4
2014,3,92,4,2014,6
2014,3,92,1,2014,9
2014,3,93,21,2014,4
2014,3,93,2,2014,7
2014,3,93,1,2014,6
2014,3,93,4,2014,5
2014,3,94,3,2014,6
2014,3,94,14,2014,4
2014,3,94,11,2014,5
2014,3,94,2,2014,17
2014,3,95,5,2014,5
2014,3,95,4,2014,4
2014,3,96,1,2014,3
2014,3,96,3,2014,5
2014,3,96,20,2015,2
2014,3,96,13,2014,4
2014,3,96,4,2015,9
2014,4,10,121,2014,6
2014,4,10,2,2014,17
2014,4,10,17,2014,7
2014,4,10,1,2014,18
2014,4,10,4,2014,12
2014,4,11,28,2014,6
2014,4,11,5,2014,5
2014,4,11,1,2014,7
2014,4,12,1,2014,7
2014,4,12,6,2014,6
2014,4,13,1,2014,7
2014,4,13,3,2014,6
2014,4,13,4,2014,5
2014,4,14,1,2014,7
2014,4,14,3,2015,9
2014,4,14,2,2014,5
2014,4,14,6,2014,6
2014,4,15,1,2014,5
2014,4,15,1,2014,6
2014,4,16,2,2015,9
2014,4,16,14,2014,7
2014,4,18,1,2014,5
2014,4,19,3,2014,6
2014,4,19,2,2014,7
2014,4,19,5,2014,5
2014,4,20,6,2014,5
2014,4,20,1,2014,8
2014,4,20,2,2015,9
2014,4,20,4,2014,9
2014,4,20,1,2014,17
2014,4,20,2,2014,7
2014,4,21,4,2014,7
2014,4,21,2,2014,17
2014,4,21,2,2015,9
2014,4,21,6,2014,6
2014,4,21,13,2014,5
2014,4,22,2,2014,6
2014,4,22,4,2014,5
2014,4,22,1,2014,7
2014,4,23,2,2014,5
2014,4,23,1,2014,6
2014,4,24,3,2014,6
2014,4,24,2,2014,5
2014,4,24,1,2014,19
2014,4,25,3,2014,11
2014,4,25,1,2014,20
2014,4,25,1,2014,7
2014,4,25,1,2014,10
2014,4,25,3,2014,6
2014,4,27,1,2014,5
2014,4,30,8,2014,6
2014,4,30,1,2014,13
2014,4,30,3,2014,23
2014,4,30,2,2014,21
2014,4,31,6,2014,17
2014,4,31,4,2015,9
2014,4,31,1,2014,12
2014,4,31,5,2014,5
2014,4,31,4,2014,6
2014,4,32,3,2014,8
2014,4,32,8,2014,6
2014,4,33,1,2014,9
2014,4,33,1,2014,19
2014,4,33,1,2014,7
2014,4,33,3,2014,5
2014,4,34,1,2014,8
2014,4,36,1,2014,5
2014,4,36,1,2014,7
2014,4,38,1,2014,14
2014,4,39,2,2014,5
2014,4,40,6,2014,5
2014,4,40,1,2014,6
2014,4,41,2,2014,6
2014,4,41,1,2015,9
2014,4,41,3,2014,5
2014,4,42,1,2014,5
2014,4,42,1,2014,6
2014,4,42,2,2014,7
2014,4,43,1,2014,5
2014,4,43,2,2014,6
2014,4,43,1,2014,19
2014,4,44,2,2014,4
2014,4,44,11,2014,5
2014,4,45,1,2014,6
2014,4,45,2,2014,5
2014,4,46,1,2014,7
2014,4,46,5,2014,5
2014,4,50,1,2015,9
2014,4,50,1,2015,1
2014,4,50,3,2014,5
2014,4,51,2,2014,7
2014,4,52,2,2014,5
2014,4,54,3,2014,5
2014,4,57,2,2014,5
2014,4,60,1,2014,7
2014,4,60,7,2014,5
2014,4,61,3,2014,5
2014,4,62,1,2015,9
2014,4,62,1,2014,17
2014,4,62,3,2014,5
2014,4,63,4,2014,12
2014,4,63,1,2014,6
2014,4,64,8,2014,5
2014,4,65,2,2014,6
2014,4,65,3,2014,5
2014,4,66,3,2014,8
2014,4,66,1,2014,5
2014,4,66,1,2014,7
2014,4,66,5,2014,6
2014,4,67,1,2014,5
2014,4,70,14,2014,7
2014,4,70,12,2014,5
2014,4,71,9,2014,5
2014,4,71,1,2014,7
2014,4,72,3,2014,7
2014,4,72,3,2014,5
2014,4,72,3,2014,6
2014,4,73,18,2014,5
2014,4,73,5,2014,6
2014,4,73,8,2014,7
2014,4,73,3,2015,9
2014,4,74,2,2014,7
2014,4,74,5,2014,5
2014,4,74,2,2014,6
2014,4,76,2,2014,6
2014,4,76,8,2014,5
2014,4,76,2,2015,9
2014,4,76,1,2014,7
2014,4,76,6,2014,17
2014,4,77,3,2014,5
2014,4,80,1,2014,17
2014,4,80,1,2014,22
2014,4,80,3,2014,6
2014,4,80,14,2014,7
2014,4,80,2,2014,8
2014,4,80,3,2014,11
2014,4,80,10,2014,5
2014,4,80,3,2014,12
2014,4,81,14,2014,6
2014,4,82,1,2014,9
2014,4,82,3,2014,5
2014,4,83,1,2015,9
2014,4,83,1,2014,6
2014,4,83,11,2014,5
2014,4,84,2,2014,5
2014,4,84,3,2014,6
2014,4,84,1,2014,11
2014,4,85,1,2014,5
2014,4,86,1,2014,7
2014,4,86,1,2014,4
2014,4,86,4,2014,6
2014,4,86,12,2014,5
2014,4,90,17,2014,5
2014,4,90,1,2014,9
2014,4,90,1,2014,6
2014,4,91,2,2014,6
2014,4,91,2,2014,5
2014,4,92,5,2014,6
2014,4,92,2,2014,7
2014,4,92,1,2014,8
2014,4,93,6,2014,6
2014,4,93,22,2014,5
2014,4,93,1,2014,7
2014,4,93,1,2014,8
2014,4,94,1,2014,23
2014,4,94,12,2014,6
2014,4,95,2,2014,6
2014,4,95,7,2014,5
2014,4,96,3,2015,9
2014,4,96,10,2014,5
2014,4,96,2,2015,2
2014,5,10,1,2014,17
2014,5,10,3,2014,12
2014,5,10,1,2015,9
2014,5,10,1,2014,10
2014,5,10,23,2014,6
2014,5,10,67,2014,7
2014,5,10,3,2014,8
2014,5,10,1,2014,9
2014,5,11,10,2014,8
2014,5,11,1,2014,9
2014,5,11,3,2014,6
2014,5,11,16,2014,7
2014,5,11,1,2014,18
2014,5,12,1,2014,10
2014,5,12,16,2014,7
2014,5,12,1,2014,6
2014,5,13,5,2014,6
2014,5,13,1,2014,10
2014,5,13,9,2014,7
2014,5,14,5,2014,7
2014,5,15,1,2014,6
2014,5,15,2,2014,7
2014,5,16,18,2014,7
2014,5,19,10,2014,7
2014,5,19,5,2014,6
2014,5,20,9,2014,9
2014,5,20,1,2014,17
2014,5,20,6,2014,7
2014,5,20,3,2014,10
2014,5,20,2,2015,9
2014,5,20,7,2014,8
2014,5,21,3,2014,6
2014,5,21,20,2014,7
2014,5,21,1,2014,17
2014,5,21,1,2015,9
2014,5,21,2,2014,9
2014,5,21,2,2014,12
2014,5,22,1,2014,12
2014,5,22,1,2014,6
2014,5,22,1,2015,9
2014,5,22,6,2014,7
2014,5,22,2,2014,8
2014,5,23,2,2014,7
2014,5,24,4,2014,7
2014,5,24,1,2014,8
2014,5,25,1,2014,13
2014,5,25,2,2014,9
2014,5,25,4,2014,7
2014,5,25,3,2014,8
2014,5,27,5,2014,7
2014,5,27,2,2014,6
2014,5,30,5,2014,21
2014,5,30,1,2014,6
2014,5,30,1,2015,9
2014,5,30,1,2014,23
2014,5,30,2,2014,8
2014,5,31,3,2015,9
2014,5,31,1,2014,12
2014,5,31,1,2014,6
2014,5,31,1,2014,7
2014,5,31,9,2014,17
2014,5,32,2,2014,8
2014,5,32,1,2014,14
2014,5,32,3,2014,10
2014,5,32,3,2014,9
2014,5,33,1,2015,9
2014,5,33,14,2014,7
2014,5,34,1,2014,14
2014,5,34,2,2014,6
2014,5,34,1,2014,8
2014,5,34,1,2014,7
2014,5,35,1,2014,6
2014,5,36,1,2014,7
2014,5,36,2,2014,6
2014,5,36,2,2014,10
2014,5,37,2,2014,7
2014,5,37,1,2014,8
2014,5,38,1,2015,9
2014,5,38,1,2014,7
2014,5,38,1,2014,17
2014,5,38,1,2014,6
2014,5,39,1,2014,5
2014,5,39,2,2014,6
2014,5,40,2,2014,8
2014,5,40,2,2014,7
2014,5,40,1,2014,13
2014,5,40,9,2014,6
2014,5,41,1,2014,6
2014,5,42,1,2014,7
2014,5,43,2,2014,8
2014,5,43,2,2014,19
2014,5,43,3,2014,6
2014,5,44,4,2014,8
2014,5,44,8,2014,6
2014,5,44,4,2014,5
2014,5,45,2,2014,9
2014,5,45,4,2014,7
2014,5,45,1,2014,8
2014,5,45,2,2014,6
2014,5,46,2,2014,6
2014,5,46,1,2014,5
2014,5,46,6,2014,7
2014,5,48,2,2014,6
2014,5,48,2,2014,8
2014,5,48,2,2014,11
2014,5,49,1,2014,7
2014,5,50,2,2014,6
2014,5,51,1,2014,9
2014,5,53,4,2014,6
2014,5,54,1,2014,6
2014,5,54,1,2014,7
2014,5,55,1,2014,7
2014,5,57,2,2014,6
2014,5,58,2,2014,6
2014,5,58,1,2014,11
2014,5,58,3,2014,7
2014,5,60,18,2014,6
2014,5,60,3,2014,7
2014,5,60,3,2015,9
2014,5,60,2,2014,5
2014,5,60,1,2014,8
2014,5,61,4,2014,6
2014,5,61,1,2014,7
2014,5,62,4,2014,7
2014,5,62,1,2014,6
2014,5,63,1,2014,7
2014,5,63,5,2014,6
2014,5,63,1,2015,9
2014,5,63,2,2014,12
2014,5,64,1,2015,9
2014,5,64,4,2014,6
2014,5,64,1,2014,8
2014,5,65,1,2015,9
2014,5,65,1,2014,7
2014,5,65,3,2014,6
2014,5,66,4,2014,7
2014,5,66,7,2014,6
2014,5,66,3,2014,8
2014,5,67,2,2014,6
2014,5,70,1,2015,9
2014,5,70,1,2014,22
2014,5,70,22,2014,7
2014,5,71,2,2014,7
2014,5,71,2,2014,5
2014,5,71,1,2014,23
2014,5,71,1,2014,6
2014,5,71,1,2014,9
2014,5,71,2,2014,21
2014,5,72,10,2014,7
2014,5,73,18,2014,7
2014,5,73,2,2015,9
2014,5,73,1,2014,5
2014,5,73,3,2014,6
2014,5,74,7,2014,7
2014,5,74,1,2014,6
2014,5,75,3,2014,7
2014,5,75,1,2014,12
2014,5,76,4,2014,17
2014,5,76,1,2014,13
2014,5,76,12,2014,7
2014,5,76,2,2014,8
2014,5,77,4,2014,7
2014,5,77,1,2014,19
2014,5,77,3,2014,6
2014,5,80,6,2014,8
2014,5,80,23,2014,7
2014,5,80,3,2014,11
2014,5,80,1,2014,10
2014,5,80,5,2014,12
2014,5,80,7,2014,17
2014,5,80,5,2014,6
2014,5,80,1,2014,5
2014,5,80,1,2014,22
2014,5,80,1,2014,13
2014,5,81,1,2014,9
2014,5,81,1,2014,8
2014,5,81,4,2014,6
2014,5,81,2,2014,7
2014,5,82,1,2014,9
2014,5,82,2,2014,7
2014,5,82,3,2015,9
2014,5,83,2,2014,7
2014,5,83,2,2014,6
2014,5,83,1,2015,9
2014,5,84,9,2014,6
2014,5,84,2,2014,7
2014,5,85,1,2014,6
2014,5,85,4,2014,7
2014,5,86,10,2014,7
2014,5,86,6,2014,6
2014,5,90,5,2014,7
2014,5,90,14,2014,6
2014,5,91,12,2014,7
2014,5,91,1,2015,9
2014,5,92,2,2014,17
2014,5,92,3,2014,7
2014,5,93,7,2014,6
2014,5,93,14,2014,7
2014,5,94,2,2015,9
2014,5,94,7,2014,6
2014,5,94,1,2014,20
2014,5,95,4,2014,6
2014,5,96,1,2014,7
2014,5,96,2,2014,6
2014,5,96,1,2014,5
2014,5,96,2,2015,2
2014,6,10,1,2014,17
2014,6,10,2,2014,10
2014,6,10,12,2014,9
2014,6,10,83,2014,8
2014,6,10,33,2014,7
2014,6,11,8,2014,9
2014,6,11,11,2014,8
2014,6,11,26,2014,7
2014,6,12,9,2014,7
2014,6,12,7,2014,8
2014,6,13,1,2014,23
2014,6,13,1,2015,9
2014,6,13,6,2014,7
2014,6,14,4,2014,8
2014,6,14,7,2014,7
2014,6,14,2,2014,9
2014,6,15,2,2014,10
2014,6,15,3,2014,7
2014,6,15,3,2014,8
2014,6,16,3,2014,9
2014,6,16,5,2014,7
2014,6,17,1,2015,9
2014,6,17,3,2014,8
2014,6,18,1,2014,7
2014,6,19,4,2014,8
2014,6,19,11,2014,7
2014,6,20,6,2014,9
2014,6,20,15,2014,8
2014,6,21,2,2015,9
2014,6,21,1,2015,2
2014,6,21,7,2014,7
2014,6,21,1,2014,18
2014,6,21,2,2014,8
2014,6,21,1,2014,23
2014,6,22,1,2014,11
2014,6,22,9,2014,8
2014,6,22,1,2014,10
2014,6,22,1,2014,9
2014,6,22,1,2014,7
2014,6,23,2,2014,7
2014,6,24,2,2014,7
2014,6,25,2,2014,17
2014,6,25,1,2014,12
2014,6,25,5,2014,8
2014,6,25,1,2014,9
2014,6,26,2,2014,11
2014,6,26,1,2014,8
2014,6,26,1,2014,12
2014,6,26,1,2014,9
2014,6,27,1,2014,9
2014,6,30,1,2014,8
2014,6,30,2,2014,7
2014,6,30,1,2014,10
2014,6,30,4,2014,13
2014,6,30,3,2014,21
2014,6,31,2,2014,12
2014,6,31,4,2014,17
2014,6,31,2,2014,7
2014,6,31,1,2014,8
2014,6,31,2,2015,9
2014,6,32,4,2014,8
2014,6,32,4,2014,10
2014,6,32,2,2014,9
2014,6,33,3,2014,8
2014,6,33,1,2014,10
2014,6,33,9,2014,7
2014,6,33,1,2015,9
2014,6,34,5,2014,7
2014,6,34,3,2014,8
2014,6,35,1,2014,8
2014,6,35,1,2014,7
2014,6,36,1,2014,10
2014,6,36,2,2014,7
2014,6,36,1,2014,8
2014,6,37,2,2014,7
2014,6,38,1,2015,9
2014,6,39,5,2014,7
2014,6,40,4,2014,7
2014,6,42,1,2014,7
2014,6,42,1,2014,8
2014,6,42,2,2014,10
2014,6,43,2,2014,19
2014,6,44,1,2014,8
2014,6,44,6,2014,7
2014,6,45,3,2014,8
2014,6,46,5,2014,8
2014,6,46,5,2014,7
2014,6,48,2,2014,8
2014,6,48,3,2014,7
2014,6,49,1,2014,8
2014,6,50,1,2014,17
2014,6,52,1,2014,8
2014,6,53,1,2014,8
2014,6,53,1,2014,12
2014,6,54,1,2014,7
2014,6,58,1,2014,8
2014,6,60,1,2015,9
2014,6,60,2,2014,9
2014,6,60,1,2014,8
2014,6,60,8,2014,7
2014,6,61,2,2014,7
2014,6,61,1,2014,8
2014,6,62,2,2015,9
2014,6,62,8,2014,7
2014,6,62,1,2014,17
2014,6,63,1,2015,9
2014,6,63,3,2014,7
