6.176906000000000319e+01 3.630055187974314634e+01
8.514376000000001454e+01 7.040970381568229186e+01
5.653105999999995390e+01 1.923320100499187291e+01
5.445985999999993510e+01 4.788357985805724581e+01
6.257468000000002206e+01 2.570727986673861665e+01
6.799285999999999319e+01 2.853485767553484465e+01
1.648768200000000945e+02 1.017939318188718971e+02
1.661267600000000471e+02 5.821769805307162926e+01
1.597441400000000726e+02 1.184610958250526664e+02
2.710300599999999918e+02 2.066284787442765207e+02
2.566569999999999254e+02 1.384074941216692309e+02
3.710873799999998255e+02 3.970867709011353099e+02
4.113067600000000539e+02 4.880478754837851625e+02
3.461603999999998678e+02 1.668329154487114749e+02
5.223423399999999219e+02 5.224475476766051543e+02
7.646177600000003167e+02 1.531580304857644023e+03
6.209925000000000637e+02 5.780655987058200935e+02
5.518366600000001654e+02 5.561746482952333963e+02
7.668248399999999947e+02 2.678537922375076050e+02
1.158763480000000072e+03 4.127838366597572417e+02
1.782605800000000499e+03 1.246008224130115650e+03
1.841646079999999984e+03 2.570895643683870730e+03
1.562193000000000438e+03 9.374687327790395557e+02
9.494165799999991577e+02 9.496450786687755681e+02
8.029118799999998828e+02 1.007954436542259145e+03
2.675284200000003239e+02 2.287612238879806625e+02
1.946255600000000072e+02 1.287430161407523883e+02
1.894307599999999638e+02 9.737546983239252540e+01
1.132865399999999170e+02 6.842120454546818564e+01
1.526623400000000004e+02 1.498011082483911593e+02
