province,year,biweek,date_sick,cases
57,2006,13,2006-06-18,3
57,2006,14,2006-07-02,2
57,2006,15,2006-07-16,2
57,2006,16,2006-07-30,7
57,2006,17,2006-08-13,7
57,2006,18,2006-08-27,1
57,2006,19,2006-09-10,2
57,2006,20,2006-09-24,2
57,2006,21,2006-10-08,1
57,2006,22,2006-10-22,0
57,2006,23,2006-11-05,0
57,2006,24,2006-11-19,2
57,2006,25,2006-12-03,1
57,2006,26,2006-12-17,0
57,2007,1,2007-01-01,0
57,2007,2,2007-01-15,0
57,2007,3,2007-01-29,0
57,2007,4,2007-02-12,0
57,2007,5,2007-02-26,0
57,2007,6,2007-03-12,0
57,2007,7,2007-03-26,0
57,2007,8,2007-04-09,1
57,2007,9,2007-04-23,0
57,2007,10,2007-05-07,5
57,2007,11,2007-05-21,102
57,2007,12,2007-06-04,147
57,2007,13,2007-06-18,20
57,2007,14,2007-07-02,9
57,2007,15,2007-07-16,10
57,2007,16,2007-07-30,8
57,2007,17,2007-08-13,5
57,2007,18,2007-08-27,3
57,2007,19,2007-09-10,3
57,2007,20,2007-09-24,1
57,2007,21,2007-10-08,3
57,2007,22,2007-10-22,2
57,2007,23,2007-11-05,1
57,2007,24,2007-11-19,0
57,2007,25,2007-12-03,0
57,2007,26,2007-12-17,0
57,2008,1,2008-01-01,0
57,2008,2,2008-01-15,1
57,2008,3,2008-01-29,1
57,2008,4,2008-02-12,0
57,2008,5,2008-02-26,0
57,2008,6,2008-03-12,1
57,2008,7,2008-03-26,0
57,2008,8,2008-04-09,1
57,2008,9,2008-04-23,4
57,2008,10,2008-05-07,16
57,2008,11,2008-05-21,60
57,2008,12,2008-06-04,36
57,2008,13,2008-06-18,43
57,2008,14,2008-07-02,28
57,2008,15,2008-07-16,33
57,2008,16,2008-07-30,49
57,2008,17,2008-08-13,45
57,2008,18,2008-08-27,37
57,2008,19,2008-09-10,27
57,2008,20,2008-09-24,30
57,2008,21,2008-10-08,24
57,2008,22,2008-10-22,32
57,2008,23,2008-11-05,28
57,2008,24,2008-11-19,17
57,2008,25,2008-12-03,3
57,2008,26,2008-12-17,1
57,2009,1,2009-01-01,1
57,2009,2,2009-01-15,1
57,2009,3,2009-01-29,1
57,2009,4,2009-02-12,1
57,2009,5,2009-02-26,1
57,2009,6,2009-03-12,2
57,2009,7,2009-03-26,3
57,2009,8,2009-04-09,1
57,2009,9,2009-04-23,7
57,2009,10,2009-05-07,26
57,2009,11,2009-05-21,20
57,2009,12,2009-06-04,35
57,2009,13,2009-06-18,30
57,2009,14,2009-07-02,20
57,2009,15,2009-07-16,33
57,2009,16,2009-07-30,37
57,2009,17,2009-08-13,32
57,2009,18,2009-08-27,38
57,2009,19,2009-09-10,26
57,2009,20,2009-09-24,22
57,2009,21,2009-10-08,17
57,2009,22,2009-10-22,10
57,2009,23,2009-11-05,19
57,2009,24,2009-11-19,7
57,2009,25,2009-12-03,6
57,2009,26,2009-12-17,3
57,2010,1,2010-01-01,6
57,2010,2,2010-01-15,2
57,2010,3,2010-01-29,1
57,2010,4,2010-02-12,3
57,2010,5,2010-02-26,1
57,2010,6,2010-03-12,2
57,2010,7,2010-03-26,3
57,2010,8,2010-04-09,3
57,2010,9,2010-04-23,2
57,2010,10,2010-05-07,7
57,2010,11,2010-05-21,25
57,2010,12,2010-06-04,44
57,2010,13,2010-06-18,69
57,2010,14,2010-07-02,105
57,2010,15,2010-07-16,114
57,2010,16,2010-07-30,119
57,2010,17,2010-08-13,121
57,2010,18,2010-08-27,99
57,2010,19,2010-09-10,91
57,2010,20,2010-09-24,66
57,2010,21,2010-10-08,59
57,2010,22,2010-10-22,49
57,2010,23,2010-11-05,19
57,2010,24,2010-11-19,17
57,2010,25,2010-12-03,8
57,2010,26,2010-12-17,7
57,2011,1,2011-01-01,6
57,2011,2,2011-01-15,6
57,2011,3,2011-01-29,2
57,2011,4,2011-02-12,0
57,2011,5,2011-02-26,0
57,2011,6,2011-03-12,1
57,2011,7,2011-03-26,1
57,2011,8,2011-04-09,4
57,2011,9,2011-04-23,4
57,2011,10,2011-05-07,4
57,2011,11,2011-05-21,14
57,2011,12,2011-06-04,22
57,2011,13,2011-06-18,18
57,2011,14,2011-07-02,14
57,2011,15,2011-07-16,11
57,2011,16,2011-07-30,14
57,2011,17,2011-08-13,21
57,2011,18,2011-08-27,15
57,2011,19,2011-09-10,15
57,2011,20,2011-09-24,9
57,2011,21,2011-10-08,2
57,2011,22,2011-10-22,6
57,2011,23,2011-11-05,3
57,2011,24,2011-11-19,3
57,2011,25,2011-12-03,2
57,2011,26,2011-12-17,1
57,2012,1,2012-01-01,1
57,2012,2,2012-01-15,1
57,2012,3,2012-01-29,0
57,2012,4,2012-02-12,1
57,2012,5,2012-02-26,0
57,2012,6,2012-03-12,0
57,2012,7,2012-03-26,0
57,2012,8,2012-04-09,0
57,2012,9,2012-04-23,5
57,2012,10,2012-05-07,3
57,2012,11,2012-05-21,3
57,2012,12,2012-06-04,27
57,2012,13,2012-06-18,25
57,2012,14,2012-07-02,28
57,2012,15,2012-07-16,45
57,2012,16,2012-07-30,59
57,2012,17,2012-08-13,47
57,2012,18,2012-08-27,44
57,2012,19,2012-09-10,43
57,2012,20,2012-09-24,32
57,2012,21,2012-10-08,21
57,2012,22,2012-10-22,19
57,2012,23,2012-11-05,25
57,2012,24,2012-11-19,30
57,2012,25,2012-12-03,31
57,2012,26,2012-12-17,17
57,2013,1,2013-01-01,19
57,2013,2,2013-01-15,9
57,2013,3,2013-01-29,12
57,2013,4,2013-02-12,9
57,2013,5,2013-02-26,11
57,2013,6,2013-03-12,17
57,2013,7,2013-03-26,22
57,2013,8,2013-04-09,43
57,2013,9,2013-04-23,59
57,2013,10,2013-05-07,98
57,2013,11,2013-05-21,176
57,2013,12,2013-06-04,184
57,2013,13,2013-06-18,371
57,2013,14,2013-07-02,335
57,2013,15,2013-07-16,273
57,2013,16,2013-07-30,266
57,2013,17,2013-08-13,166
57,2013,18,2013-08-27,144
57,2013,19,2013-09-10,76
57,2013,20,2013-09-24,57
57,2013,21,2013-10-08,31
57,2013,22,2013-10-22,20
57,2013,23,2013-11-05,15
57,2013,24,2013-11-19,7
57,2013,25,2013-12-03,3
57,2013,26,2013-12-17,0
58,2006,1,2006-01-01,0
58,2006,2,2006-01-15,0
58,2006,3,2006-01-29,0
58,2006,4,2006-02-12,0
58,2006,5,2006-02-26,0
58,2006,6,2006-03-12,0
58,2006,7,2006-03-26,1
58,2006,8,2006-04-09,0
58,2006,9,2006-04-23,0
58,2006,10,2006-05-07,0
58,2006,11,2006-05-21,0
58,2006,12,2006-06-04,0
58,2006,13,2006-06-18,4
58,2006,14,2006-07-02,4
58,2006,15,2006-07-16,3
58,2006,16,2006-07-30,1
58,2006,17,2006-08-13,0
58,2006,18,2006-08-27,0
58,2006,19,2006-09-10,0
58,2006,20,2006-09-24,0
58,2006,21,2006-10-08,0
58,2006,22,2006-10-22,0
58,2006,23,2006-11-05,0
58,2006,24,2006-11-19,0
58,2006,25,2006-12-03,0
58,2006,26,2006-12-17,0
58,2007,1,2007-01-01,0
58,2007,2,2007-01-15,0
58,2007,3,2007-01-29,0
58,2007,4,2007-02-12,0
58,2007,5,2007-02-26,0
58,2007,6,2007-03-12,0
58,2007,7,2007-03-26,0
58,2007,8,2007-04-09,0
58,2007,9,2007-04-23,0
58,2007,10,2007-05-07,0
58,2007,11,2007-05-21,1
58,2007,12,2007-06-04,8
58,2007,13,2007-06-18,24
58,2007,14,2007-07-02,15
58,2007,15,2007-07-16,2
58,2007,16,2007-07-30,2
58,2007,17,2007-08-13,2
58,2007,18,2007-08-27,0
58,2007,19,2007-09-10,0
58,2007,20,2007-09-24,0
58,2007,21,2007-10-08,1
58,2007,22,2007-10-22,4
58,2007,23,2007-11-05,2
58,2007,24,2007-11-19,0
58,2007,25,2007-12-03,0
58,2007,26,2007-12-17,0
58,2008,1,2008-01-01,0
58,2008,2,2008-01-15,0
58,2008,3,2008-01-29,0
58,2008,4,2008-02-12,0
58,2008,5,2008-02-26,0
58,2008,6,2008-03-12,1
58,2008,7,2008-03-26,1
58,2008,8,2008-04-09,2
58,2008,9,2008-04-23,2
58,2008,10,2008-05-07,3
58,2008,11,2008-05-21,7
58,2008,12,2008-06-04,5
58,2008,13,2008-06-18,9
58,2008,14,2008-07-02,9
58,2008,15,2008-07-16,4
58,2008,16,2008-07-30,2
58,2008,17,2008-08-13,6
58,2008,18,2008-08-27,6
58,2008,19,2008-09-10,6
58,2008,20,2008-09-24,4
58,2008,21,2008-10-08,8
58,2008,22,2008-10-22,6
58,2008,23,2008-11-05,5
58,2008,24,2008-11-19,6
58,2008,25,2008-12-03,1
58,2008,26,2008-12-17,0
58,2009,1,2009-01-01,1
58,2009,2,2009-01-15,1
58,2009,3,2009-01-29,1
58,2009,4,2009-02-12,1
58,2009,5,2009-02-26,1
58,2009,6,2009-03-12,3
58,2009,7,2009-03-26,0
58,2009,8,2009-04-09,1
58,2009,9,2009-04-23,8
58,2009,10,2009-05-07,7
58,2009,11,2009-05-21,3
58,2009,12,2009-06-04,17
58,2009,13,2009-06-18,5
58,2009,14,2009-07-02,9
58,2009,15,2009-07-16,20
58,2009,16,2009-07-30,14
58,2009,17,2009-08-13,21
58,2009,18,2009-08-27,15
58,2009,19,2009-09-10,8
58,2009,20,2009-09-24,13
58,2009,21,2009-10-08,9
58,2009,22,2009-10-22,11
58,2009,23,2009-11-05,9
58,2009,24,2009-11-19,0
58,2009,25,2009-12-03,3
58,2009,26,2009-12-17,0
58,2010,1,2010-01-01,1
58,2010,2,2010-01-15,1
58,2010,3,2010-01-29,0
58,2010,4,2010-02-12,1
58,2010,5,2010-02-26,0
58,2010,6,2010-03-12,0
58,2010,7,2010-03-26,0
58,2010,8,2010-04-09,2
58,2010,9,2010-04-23,10
58,2010,10,2010-05-07,11
58,2010,11,2010-05-21,13
58,2010,12,2010-06-04,13
58,2010,13,2010-06-18,9
58,2010,14,2010-07-02,24
58,2010,15,2010-07-16,29
58,2010,16,2010-07-30,37
58,2010,17,2010-08-13,31
58,2010,18,2010-08-27,19
58,2010,19,2010-09-10,14
58,2010,20,2010-09-24,8
58,2010,21,2010-10-08,2
58,2010,22,2010-10-22,3
58,2010,23,2010-11-05,1
58,2010,24,2010-11-19,1
58,2010,25,2010-12-03,1
58,2010,26,2010-12-17,0
58,2011,1,2011-01-01,1
58,2011,2,2011-01-15,1
58,2011,3,2011-01-29,0
58,2011,4,2011-02-12,0
58,2011,5,2011-02-26,0
58,2011,6,2011-03-12,1
58,2011,7,2011-03-26,1
58,2011,8,2011-04-09,2
58,2011,9,2011-04-23,0
58,2011,10,2011-05-07,6
58,2011,11,2011-05-21,5
58,2011,12,2011-06-04,10
58,2011,13,2011-06-18,5
58,2011,14,2011-07-02,6
58,2011,15,2011-07-16,3
58,2011,16,2011-07-30,3
58,2011,17,2011-08-13,1
58,2011,18,2011-08-27,1
58,2011,19,2011-09-10,0
58,2011,20,2011-09-24,4
58,2011,21,2011-10-08,2
58,2011,22,2011-10-22,1
58,2011,23,2011-11-05,1
58,2011,24,2011-11-19,3
58,2011,25,2011-12-03,0
58,2011,26,2011-12-17,0
58,2012,1,2012-01-01,0
58,2012,2,2012-01-15,0
58,2012,3,2012-01-29,0
58,2012,4,2012-02-12,0
58,2012,5,2012-02-26,0
58,2012,6,2012-03-12,0
58,2012,7,2012-03-26,0
58,2012,8,2012-04-09,0
58,2012,9,2012-04-23,0
58,2012,10,2012-05-07,1
58,2012,11,2012-05-21,3
58,2012,12,2012-06-04,0
58,2012,13,2012-06-18,6
58,2012,14,2012-07-02,7
58,2012,15,2012-07-16,5
58,2012,16,2012-07-30,3
58,2012,17,2012-08-13,3
58,2012,18,2012-08-27,7
58,2012,19,2012-09-10,8
58,2012,20,2012-09-24,6
58,2012,21,2012-10-08,7
58,2012,22,2012-10-22,2
58,2012,23,2012-11-05,3
58,2012,24,2012-11-19,1
58,2012,25,2012-12-03,2
58,2012,26,2012-12-17,2
58,2013,1,2013-01-01,3
58,2013,2,2013-01-15,0
58,2013,3,2013-01-29,0
58,2013,4,2013-02-12,0
58,2013,5,2013-02-26,0
58,2013,6,2013-03-12,1
58,2013,7,2013-03-26,0
58,2013,8,2013-04-09,6
58,2013,9,2013-04-23,7
58,2013,10,2013-05-07,15
58,2013,11,2013-05-21,19
58,2013,12,2013-06-04,28
58,2013,13,2013-06-18,51
58,2013,14,2013-07-02,58
58,2013,15,2013-07-16,41
58,2013,16,2013-07-30,24
58,2013,17,2013-08-13,23
58,2013,18,2013-08-27,26
58,2013,19,2013-09-10,19
58,2013,20,2013-09-24,16
58,2013,21,2013-10-08,10
58,2013,22,2013-10-22,14
58,2013,23,2013-11-05,7
58,2013,24,2013-11-19,13
58,2013,25,2013-12-03,1
58,2013,26,2013-12-17,2
60,2006,1,2006-01-01,25
60,2006,2,2006-01-15,19
60,2006,3,2006-01-29,13
60,2006,4,2006-02-12,22
60,2006,5,2006-02-26,10
60,2006,6,2006-03-12,17
60,2006,7,2006-03-26,12
60,2006,8,2006-04-09,12
60,2006,9,2006-04-23,10
60,2006,10,2006-05-07,13
60,2006,11,2006-05-21,33
60,2006,12,2006-06-04,46
60,2006,13,2006-06-18,40
60,2006,14,2006-07-02,64
60,2006,15,2006-07-16,90
60,2006,16,2006-07-30,66
60,2006,17,2006-08-13,50
60,2006,18,2006-08-27,37
60,2006,19,2006-09-10,20
60,2006,20,2006-09-24,27
60,2006,21,2006-10-08,17
60,2006,22,2006-10-22,25
60,2006,23,2006-11-05,23
60,2006,24,2006-11-19,15
60,2006,25,2006-12-03,20
60,2006,26,2006-12-17,9
60,2007,1,2007-01-01,6
60,2007,2,2007-01-15,3
60,2007,3,2007-01-29,4
60,2007,4,2007-02-12,4
60,2007,5,2007-02-26,15
60,2007,6,2007-03-12,13
60,2007,7,2007-03-26,11
60,2007,8,2007-04-09,8
60,2007,9,2007-04-23,14
60,2007,10,2007-05-07,20
60,2007,11,2007-05-21,55
60,2007,12,2007-06-04,73
60,2007,13,2007-06-18,83
60,2007,14,2007-07-02,80
60,2007,15,2007-07-16,58
60,2007,16,2007-07-30,66
60,2007,17,2007-08-13,41
60,2007,18,2007-08-27,39
60,2007,19,2007-09-10,48
60,2007,20,2007-09-24,63
60,2007,21,2007-10-08,47
60,2007,22,2007-10-22,28
60,2007,23,2007-11-05,37
60,2007,24,2007-11-19,31
60,2007,25,2007-12-03,21
60,2007,26,2007-12-17,35
60,2008,1,2008-01-01,32
60,2008,2,2008-01-15,22
60,2008,3,2008-01-29,22
60,2008,4,2008-02-12,24
60,2008,5,2008-02-26,35
60,2008,6,2008-03-12,43
60,2008,7,2008-03-26,47
60,2008,8,2008-04-09,39
60,2008,9,2008-04-23,53
60,2008,10,2008-05-07,60
60,2008,11,2008-05-21,89
60,2008,12,2008-06-04,154
60,2008,13,2008-06-18,191
60,2008,14,2008-07-02,145
60,2008,15,2008-07-16,140
60,2008,16,2008-07-30,105
60,2008,17,2008-08-13,91
60,2008,18,2008-08-27,82
60,2008,19,2008-09-10,70
60,2008,20,2008-09-24,62
60,2008,21,2008-10-08,37
60,2008,22,2008-10-22,40
60,2008,23,2008-11-05,28
60,2008,24,2008-11-19,27
60,2008,25,2008-12-03,5
60,2008,26,2008-12-17,5
60,2009,1,2009-01-01,13
60,2009,2,2009-01-15,9
60,2009,3,2009-01-29,8
60,2009,4,2009-02-12,10
60,2009,5,2009-02-26,6
60,2009,6,2009-03-12,14
60,2009,7,2009-03-26,8
60,2009,8,2009-04-09,17
60,2009,9,2009-04-23,29
60,2009,10,2009-05-07,32
60,2009,11,2009-05-21,39
60,2009,12,2009-06-04,34
60,2009,13,2009-06-18,28
60,2009,14,2009-07-02,34
60,2009,15,2009-07-16,28
60,2009,16,2009-07-30,36
60,2009,17,2009-08-13,32
60,2009,18,2009-08-27,20
60,2009,19,2009-09-10,29
60,2009,20,2009-09-24,24
60,2009,21,2009-10-08,21
60,2009,22,2009-10-22,24
60,2009,23,2009-11-05,30
60,2009,24,2009-11-19,30
60,2009,25,2009-12-03,23
60,2009,26,2009-12-17,9
60,2010,1,2010-01-01,12
60,2010,2,2010-01-15,7
60,2010,3,2010-01-29,8
60,2010,4,2010-02-12,8
60,2010,5,2010-02-26,11
60,2010,6,2010-03-12,13
60,2010,7,2010-03-26,9
60,2010,8,2010-04-09,3
60,2010,9,2010-04-23,3
60,2010,10,2010-05-07,2
60,2010,11,2010-05-21,7
60,2010,12,2010-06-04,3
60,2010,13,2010-06-18,15
60,2010,14,2010-07-02,18
60,2010,15,2010-07-16,22
60,2010,16,2010-07-30,34
60,2010,17,2010-08-13,41
60,2010,18,2010-08-27,33
60,2010,19,2010-09-10,21
60,2010,20,2010-09-24,25
60,2010,21,2010-10-08,14
60,2010,22,2010-10-22,20
60,2010,23,2010-11-05,16
60,2010,24,2010-11-19,29
60,2010,25,2010-12-03,15
60,2010,26,2010-12-17,13
60,2011,1,2011-01-01,12
60,2011,2,2011-01-15,16
60,2011,3,2011-01-29,20
60,2011,4,2011-02-12,22
60,2011,5,2011-02-26,21
60,2011,6,2011-03-12,17
60,2011,7,2011-03-26,23
60,2011,8,2011-04-09,55
60,2011,9,2011-04-23,57
60,2011,10,2011-05-07,99
60,2011,11,2011-05-21,134
60,2011,12,2011-06-04,161
60,2011,13,2011-06-18,152
60,2011,14,2011-07-02,140
60,2011,15,2011-07-16,140
60,2011,16,2011-07-30,108
60,2011,17,2011-08-13,101
60,2011,18,2011-08-27,62
60,2011,19,2011-09-10,34
60,2011,20,2011-09-24,19
60,2011,21,2011-10-08,24
60,2011,22,2011-10-22,21
60,2011,23,2011-11-05,31
60,2011,24,2011-11-19,8
60,2011,25,2011-12-03,6
60,2011,26,2011-12-17,2
60,2012,1,2012-01-01,5
60,2012,2,2012-01-15,7
60,2012,3,2012-01-29,4
60,2012,4,2012-02-12,7
60,2012,5,2012-02-26,4
60,2012,6,2012-03-12,7
60,2012,7,2012-03-26,10
60,2012,8,2012-04-09,12
60,2012,9,2012-04-23,10
60,2012,10,2012-05-07,7
60,2012,11,2012-05-21,15
60,2012,12,2012-06-04,50
60,2012,13,2012-06-18,54
60,2012,14,2012-07-02,47
60,2012,15,2012-07-16,56
60,2012,16,2012-07-30,66
60,2012,17,2012-08-13,59
60,2012,18,2012-08-27,58
60,2012,19,2012-09-10,61
60,2012,20,2012-09-24,80
60,2012,21,2012-10-08,110
60,2012,22,2012-10-22,114
60,2012,23,2012-11-05,100
60,2012,24,2012-11-19,87
60,2012,25,2012-12-03,71
60,2012,26,2012-12-17,58
60,2013,1,2013-01-01,47
60,2013,2,2013-01-15,53
60,2013,3,2013-01-29,54
60,2013,4,2013-02-12,25
60,2013,5,2013-02-26,38
60,2013,6,2013-03-12,64
60,2013,7,2013-03-26,55
60,2013,8,2013-04-09,41
60,2013,9,2013-04-23,31
60,2013,10,2013-05-07,19
60,2013,11,2013-05-21,44
60,2013,12,2013-06-04,67
60,2013,13,2013-06-18,84
60,2013,14,2013-07-02,85
60,2013,15,2013-07-16,77
60,2013,16,2013-07-30,44
60,2013,17,2013-08-13,50
60,2013,18,2013-08-27,34
60,2013,19,2013-09-10,27
60,2013,20,2013-09-24,23
60,2013,21,2013-10-08,25
60,2013,22,2013-10-22,18
60,2013,23,2013-11-05,16
60,2013,24,2013-11-19,11
60,2013,25,2013-12-03,2
60,2013,26,2013-12-17,9
61,2006,1,2006-01-01,6
61,2006,2,2006-01-15,1
61,2006,3,2006-01-29,4
61,2006,4,2006-02-12,0
61,2006,5,2006-02-26,3
61,2006,6,2006-03-12,5
61,2006,7,2006-03-26,2
61,2006,8,2006-04-09,2
61,2006,9,2006-04-23,4
61,2006,10,2006-05-07,5
61,2006,11,2006-05-21,8
61,2006,12,2006-06-04,13
61,2006,13,2006-06-18,11
61,2006,14,2006-07-02,6
61,2006,15,2006-07-16,8
61,2006,16,2006-07-30,15
61,2006,17,2006-08-13,5
61,2006,18,2006-08-27,5
61,2006,19,2006-09-10,1
61,2006,20,2006-09-24,3
61,2006,21,2006-10-08,2
61,2006,22,2006-10-22,4
61,2006,23,2006-11-05,4
61,2006,24,2006-11-19,1
61,2006,25,2006-12-03,3
61,2006,26,2006-12-17,1
61,2007,1,2007-01-01,1
61,2007,2,2007-01-15,1
61,2007,3,2007-01-29,1
61,2007,4,2007-02-12,2
61,2007,5,2007-02-26,5
61,2007,6,2007-03-12,3
61,2007,7,2007-03-26,3
61,2007,8,2007-04-09,4
61,2007,9,2007-04-23,5
61,2007,10,2007-05-07,5
61,2007,11,2007-05-21,5
61,2007,12,2007-06-04,22
61,2007,13,2007-06-18,17
61,2007,14,2007-07-02,9
61,2007,15,2007-07-16,6
61,2007,16,2007-07-30,16
61,2007,17,2007-08-13,17
61,2007,18,2007-08-27,9
61,2007,19,2007-09-10,11
61,2007,20,2007-09-24,7
61,2007,21,2007-10-08,9
61,2007,22,2007-10-22,1
61,2007,23,2007-11-05,5
61,2007,24,2007-11-19,1
61,2007,25,2007-12-03,0
61,2007,26,2007-12-17,1
61,2008,1,2008-01-01,4
61,2008,2,2008-01-15,5
61,2008,3,2008-01-29,9
61,2008,4,2008-02-12,8
61,2008,5,2008-02-26,11
61,2008,6,2008-03-12,4
61,2008,7,2008-03-26,14
61,2008,8,2008-04-09,19
61,2008,9,2008-04-23,20
61,2008,10,2008-05-07,37
61,2008,11,2008-05-21,41
61,2008,12,2008-06-04,30
61,2008,13,2008-06-18,34
61,2008,14,2008-07-02,23
61,2008,15,2008-07-16,5
61,2008,16,2008-07-30,2
61,2008,17,2008-08-13,4
61,2008,18,2008-08-27,8
61,2008,19,2008-09-10,2
61,2008,20,2008-09-24,0
61,2008,21,2008-10-08,8
61,2008,22,2008-10-22,1
61,2008,23,2008-11-05,1
61,2008,24,2008-11-19,6
61,2008,25,2008-12-03,3
61,2008,26,2008-12-17,0
61,2009,1,2009-01-01,2
61,2009,2,2009-01-15,1
61,2009,3,2009-01-29,0
61,2009,4,2009-02-12,0
61,2009,5,2009-02-26,0
61,2009,6,2009-03-12,0
61,2009,7,2009-03-26,3
61,2009,8,2009-04-09,0
61,2009,9,2009-04-23,0
61,2009,10,2009-05-07,2
61,2009,11,2009-05-21,3
61,2009,12,2009-06-04,9
61,2009,13,2009-06-18,3
61,2009,14,2009-07-02,2
61,2009,15,2009-07-16,8
61,2009,16,2009-07-30,4
61,2009,17,2009-08-13,0
61,2009,18,2009-08-27,2
61,2009,19,2009-09-10,4
61,2009,20,2009-09-24,1
61,2009,21,2009-10-08,0
61,2009,22,2009-10-22,1
61,2009,23,2009-11-05,2
61,2009,24,2009-11-19,1
61,2009,25,2009-12-03,1
61,2009,26,2009-12-17,3
61,2010,1,2010-01-01,2
61,2010,2,2010-01-15,2
61,2010,3,2010-01-29,2
61,2010,4,2010-02-12,2
61,2010,5,2010-02-26,3
61,2010,6,2010-03-12,0
61,2010,7,2010-03-26,2
61,2010,8,2010-04-09,2
61,2010,9,2010-04-23,2
61,2010,10,2010-05-07,1
61,2010,11,2010-05-21,1
61,2010,12,2010-06-04,2
61,2010,13,2010-06-18,10
61,2010,14,2010-07-02,10
61,2010,15,2010-07-16,11
61,2010,16,2010-07-30,2
61,2010,17,2010-08-13,6
61,2010,18,2010-08-27,6
61,2010,19,2010-09-10,1
61,2010,20,2010-09-24,2
61,2010,21,2010-10-08,5
61,2010,22,2010-10-22,6
61,2010,23,2010-11-05,3
61,2010,24,2010-11-19,3
61,2010,25,2010-12-03,1
61,2010,26,2010-12-17,1
61,2011,1,2011-01-01,0
61,2011,2,2011-01-15,2
61,2011,3,2011-01-29,3
61,2011,4,2011-02-12,1
61,2011,5,2011-02-26,0
61,2011,6,2011-03-12,1
61,2011,7,2011-03-26,2
61,2011,8,2011-04-09,5
61,2011,9,2011-04-23,5
61,2011,10,2011-05-07,4
61,2011,11,2011-05-21,4
61,2011,12,2011-06-04,11
61,2011,13,2011-06-18,8
61,2011,14,2011-07-02,8
61,2011,15,2011-07-16,7
61,2011,16,2011-07-30,6
61,2011,17,2011-08-13,5
61,2011,18,2011-08-27,4
61,2011,19,2011-09-10,5
61,2011,20,2011-09-24,2
61,2011,21,2011-10-08,2
61,2011,22,2011-10-22,4
61,2011,23,2011-11-05,1
61,2011,24,2011-11-19,7
61,2011,25,2011-12-03,0
61,2011,26,2011-12-17,4
61,2012,1,2012-01-01,5
61,2012,2,2012-01-15,4
61,2012,3,2012-01-29,2
61,2012,4,2012-02-12,2
61,2012,5,2012-02-26,3
61,2012,6,2012-03-12,1
61,2012,7,2012-03-26,6
61,2012,8,2012-04-09,8
61,2012,9,2012-04-23,8
61,2012,10,2012-05-07,10
61,2012,11,2012-05-21,10
61,2012,12,2012-06-04,29
61,2012,13,2012-06-18,21
61,2012,14,2012-07-02,15
61,2012,15,2012-07-16,12
61,2012,16,2012-07-30,20
61,2012,17,2012-08-13,23
61,2012,18,2012-08-27,7
61,2012,19,2012-09-10,9
61,2012,20,2012-09-24,8
61,2012,21,2012-10-08,18
61,2012,22,2012-10-22,23
61,2012,23,2012-11-05,7
61,2012,24,2012-11-19,5
61,2012,25,2012-12-03,4
61,2012,26,2012-12-17,10
61,2013,1,2013-01-01,13
61,2013,2,2013-01-15,9
61,2013,3,2013-01-29,11
61,2013,4,2013-02-12,6
61,2013,5,2013-02-26,6
61,2013,6,2013-03-12,18
61,2013,7,2013-03-26,17
61,2013,8,2013-04-09,18
61,2013,9,2013-04-23,7
61,2013,10,2013-05-07,4
61,2013,11,2013-05-21,8
61,2013,12,2013-06-04,5
61,2013,13,2013-06-18,15
61,2013,14,2013-07-02,14
61,2013,15,2013-07-16,12
61,2013,16,2013-07-30,13
61,2013,17,2013-08-13,7
61,2013,18,2013-08-27,8
61,2013,19,2013-09-10,1
61,2013,20,2013-09-24,4
61,2013,21,2013-10-08,6
61,2013,22,2013-10-22,3
61,2013,23,2013-11-05,3
61,2013,24,2013-11-19,1
61,2013,25,2013-12-03,0
61,2013,26,2013-12-17,1
62,2006,1,2006-01-01,5
62,2006,2,2006-01-15,4
62,2006,3,2006-01-29,5
62,2006,4,2006-02-12,10
62,2006,5,2006-02-26,10
62,2006,6,2006-03-12,6
62,2006,7,2006-03-26,7
62,2006,8,2006-04-09,10
62,2006,9,2006-04-23,4
62,2006,10,2006-05-07,8
62,2006,11,2006-05-21,10
62,2006,12,2006-06-04,23
62,2006,13,2006-06-18,47
62,2006,14,2006-07-02,42
62,2006,15,2006-07-16,36
62,2006,16,2006-07-30,38
62,2006,17,2006-08-13,24
62,2006,18,2006-08-27,20
62,2006,19,2006-09-10,13
62,2006,20,2006-09-24,3
62,2006,21,2006-10-08,5
62,2006,22,2006-10-22,7
62,2006,23,2006-11-05,5
62,2006,24,2006-11-19,11
62,2006,25,2006-12-03,5
62,2006,26,2006-12-17,4
62,2007,1,2007-01-01,4
62,2007,2,2007-01-15,6
62,2007,3,2007-01-29,3
62,2007,4,2007-02-12,6
62,2007,5,2007-02-26,11
62,2007,6,2007-03-12,7
62,2007,7,2007-03-26,7
62,2007,8,2007-04-09,10
62,2007,9,2007-04-23,10
62,2007,10,2007-05-07,10
62,2007,11,2007-05-21,14
62,2007,12,2007-06-04,38
62,2007,13,2007-06-18,42
62,2007,14,2007-07-02,45
62,2007,15,2007-07-16,23
62,2007,16,2007-07-30,28
62,2007,17,2007-08-13,33
62,2007,18,2007-08-27,21
62,2007,19,2007-09-10,8
62,2007,20,2007-09-24,9
62,2007,21,2007-10-08,9
62,2007,22,2007-10-22,5
62,2007,23,2007-11-05,13
62,2007,24,2007-11-19,9
62,2007,25,2007-12-03,5
62,2007,26,2007-12-17,5
62,2008,1,2008-01-01,7
62,2008,2,2008-01-15,8
